lot_number,item_description
LBL101271,BatchC
LBL101272,BatchA
LBL101273,BatchC
LBL101274,BatchB
LBL101275,BatchB
LBL101276,BatchB
LBL101277,BatchC
LBL101278,BatchC
LBL101279,BatchA
LBL101280,BatchC
LBL101281,BatchA
LBL101282,BatchC
LBL101283,BatchA
LBL101284,BatchC
LBL101285,BatchA
LBL101286,BatchC
LBL101287,BatchC
LBL101288,BatchA
LBL101289,BatchC
LBL101290,BatchB
LBL101291,BatchC
LBL101292,BatchB
LBL101293,BatchC
LBL101294,BatchA
LBL101295,BatchC
LBL101296,BatchA
LBL101297,BatchC
LBL101298,BatchC
LBL101299,BatchA
LBL101300,BatchA
LBL101301,BatchB
LBL101302,BatchC
LBL101303,BatchC
LBL101304,BatchB
LBL101305,BatchB
LBL101306,BatchB
LBL101307,BatchC
LBL101308,BatchB
LBL101309,BatchC
LBL101310,BatchA
LBL101311,BatchA
LBL101312,BatchB
LBL101313,BatchA
LBL101314,BatchB
LBL101315,BatchB
LBL101316,BatchA
LBL101317,BatchA
LBL101318,BatchC
LBL101319,BatchA
LBL101320,BatchC
LBL101321,BatchC
LBL101322,BatchC
LBL101323,BatchB
LBL101324,BatchC
LBL101325,BatchA
LBL101326,BatchC
LBL101327,BatchB
LBL101328,BatchB
LBL101329,BatchB
LBL101330,BatchC
LBL101331,BatchB
LBL101332,BatchB
LBL101333,BatchB
LBL101334,BatchC
LBL101335,BatchB
LBL101336,BatchB
LBL101337,BatchA
LBL101338,BatchC
LBL101339,BatchA
LBL101340,BatchA
LBL101341,BatchB
LBL101342,BatchC
LBL101343,BatchA
LBL101344,BatchC
LBL101345,BatchC
LBL101346,BatchA
LBL101347,BatchC
LBL101348,BatchC
LBL101349,BatchA
LBL101350,BatchB
LBL101351,BatchA
LBL101352,BatchA
LBL101353,BatchC
LBL101354,BatchB
LBL101355,BatchA
LBL101356,BatchB
LBL101357,BatchB
LBL101358,BatchC
LBL101359,BatchA
LBL101360,BatchC
LBL101361,BatchA
LBL101362,BatchB
LBL101363,BatchB
LBL101364,BatchB
LBL101365,BatchC
LBL101366,BatchA
LBL101367,BatchC
LBL101368,BatchC
LBL101369,BatchC
LBL101370,BatchB
LBL101371,BatchA
LBL101372,BatchC
LBL101373,BatchA
LBL101374,BatchB
LBL101375,BatchA
LBL101376,BatchA
LBL101377,BatchB
LBL101378,BatchC
LBL101379,BatchA
LBL101380,BatchA
LBL101381,BatchA
LBL101382,BatchA
LBL101383,BatchC
LBL101384,BatchC
LBL101385,BatchA
LBL101386,BatchC
LBL101387,BatchA
LBL101388,BatchC
LBL101389,BatchB
LBL101390,BatchA
LBL101391,BatchA
LBL101392,BatchC
LBL101393,BatchB
LBL101394,BatchC
LBL101395,BatchC
LBL101396,BatchC
LBL101397,BatchC
LBL101398,BatchB
LBL101399,BatchC
LBL101400,BatchA
LBL101401,BatchB
LBL101402,BatchA
LBL101403,BatchC
LBL101404,BatchB
LBL101405,BatchA
LBL101406,BatchC
LBL101407,BatchB
LBL101408,BatchB
LBL101409,BatchB
LBL101410,BatchB
LBL101411,BatchA
LBL101412,BatchA
LBL101413,BatchB
LBL101414,BatchB
LBL101415,BatchA
LBL101416,BatchC
LBL101417,BatchA
LBL101418,BatchC
LBL101419,BatchA
LBL101420,BatchA
LBL101421,BatchB
LBL101422,BatchA
LBL101423,BatchA
LBL101424,BatchC
LBL101425,BatchB
LBL101426,BatchA
LBL101427,BatchB
LBL101428,BatchA
LBL101429,BatchA
LBL101430,BatchC
LBL101431,BatchB
LBL101432,BatchA
LBL101433,BatchC
LBL101434,BatchC
LBL101435,BatchB
LBL101436,BatchC
LBL101437,BatchB
LBL101438,BatchA
LBL101439,BatchC
LBL101440,BatchC
LBL101441,BatchC
LBL101442,BatchA
LBL101443,BatchC
LBL101444,BatchB
LBL101445,BatchB
LBL101446,BatchA
LBL101447,BatchA
LBL101448,BatchA
LBL101449,BatchB
LBL101450,BatchB
LBL101451,BatchA
LBL101452,BatchC
LBL101453,BatchC
LBL101454,BatchA
LBL101455,BatchC
LBL101456,BatchC
LBL101457,BatchA
LBL101458,BatchB
LBL101459,BatchC
LBL101460,BatchB
LBL101461,BatchA
LBL101462,BatchB
LBL101463,BatchA
LBL101464,BatchA
LBL101465,BatchB
LBL101466,BatchC
LBL101467,BatchA
LBL101468,BatchA
LBL101469,BatchB
LBL101470,BatchC
LBL101471,BatchB
LBL101472,BatchA
LBL101473,BatchC
LBL101474,BatchA
LBL101475,BatchB
LBL101476,BatchA
LBL101477,BatchA
LBL101478,BatchB
LBL101479,BatchC
LBL101480,BatchC
LBL101481,BatchC
LBL101482,BatchA
LBL101483,BatchA
LBL101484,BatchC
LBL101485,BatchA
LBL101486,BatchA
LBL101487,BatchB
LBL101488,BatchB
LBL101489,BatchA
LBL101490,BatchC
LBL101491,BatchA
LBL101492,BatchB
LBL101493,BatchA
LBL101494,BatchB
LBL101495,BatchC
LBL101496,BatchB
LBL101497,BatchC
LBL101498,BatchC
LBL101499,BatchB
LBL101500,BatchB
LBL101501,BatchB
LBL101502,BatchB
LBL101503,BatchA
LBL101504,BatchB
LBL101505,BatchB
LBL101506,BatchB
LBL101507,BatchA
LBL101508,BatchC
LBL101509,BatchB
LBL101510,BatchB
LBL101511,BatchA
LBL101512,BatchC
LBL101513,BatchC
LBL101514,BatchC
LBL101515,BatchA
LBL101516,BatchC
LBL101517,BatchB
LBL101518,BatchC
LBL101519,BatchB
LBL101520,BatchC
LBL101521,BatchC
LBL101522,BatchA
LBL101523,BatchB
LBL101524,BatchB
LBL101525,BatchC
LBL101526,BatchB
LBL101527,BatchC
LBL101528,BatchC
LBL101529,BatchB
LBL101530,BatchA
LBL101531,BatchA
LBL101532,BatchA
LBL101533,BatchC
LBL101534,BatchA
LBL101535,BatchA
LBL101536,BatchC
LBL101537,BatchA
LBL101538,BatchB
LBL101539,BatchA
LBL101540,BatchA
LBL101541,BatchB
LBL101542,BatchC
LBL101543,BatchA
LBL101544,BatchB
LBL101545,BatchC
LBL101546,BatchB
LBL101547,BatchB
LBL101548,BatchA
LBL101549,BatchB
LBL101550,BatchC
LBL101551,BatchB
LBL101552,BatchC
LBL101553,BatchA
LBL101554,BatchA
LBL101555,BatchC
LBL101556,BatchB
LBL101557,BatchA
LBL101558,BatchA
LBL101559,BatchB
LBL101560,BatchA
LBL101561,BatchA
LBL101562,BatchB
LBL101563,BatchC
LBL101564,BatchB
LBL101565,BatchC
LBL101566,BatchC
LBL101567,BatchB
LBL101568,BatchC
LBL101569,BatchA
LBL101570,BatchC
LBL101571,BatchB
LBL101572,BatchB
LBL101573,BatchC
LBL101574,BatchA
LBL101575,BatchA
LBL101576,BatchC
LBL101577,BatchA
LBL101578,BatchC
LBL101579,BatchC
LBL101580,BatchA
LBL101581,BatchB
LBL101582,BatchC
LBL101583,BatchC
LBL101584,BatchB
LBL101585,BatchA
LBL101586,BatchB
LBL101587,BatchA
LBL101588,BatchB
LBL101589,BatchC
LBL101590,BatchC
LBL101591,BatchB
LBL101592,BatchB
LBL101593,BatchB
LBL101594,BatchB
LBL101595,BatchC
LBL101596,BatchC
LBL101597,BatchB
LBL101598,BatchB
LBL101599,BatchA
LBL101600,BatchA
LBL101601,BatchB
LBL101602,BatchC
LBL101603,BatchC
LBL101604,BatchC
LBL101605,BatchA
LBL101606,BatchA
LBL101607,BatchC
LBL101608,BatchC
LBL101609,BatchB
LBL101610,BatchB
LBL101611,BatchC
LBL101612,BatchA
LBL101613,BatchA
LBL101614,BatchB
LBL101615,BatchA
LBL101616,BatchA
LBL101617,BatchA
LBL101618,BatchC
LBL101619,BatchA
LBL101620,BatchA
LBL101621,BatchB
LBL101622,BatchA
LBL101623,BatchA
LBL101624,BatchA
LBL101625,BatchB
LBL101626,BatchA
LBL101627,BatchA
LBL101628,BatchB
LBL101629,BatchC
LBL101630,BatchC
LBL101631,BatchC
LBL101632,BatchA
LBL101633,BatchA
LBL101634,BatchA
LBL101635,BatchC
LBL101636,BatchA
LBL101637,BatchA
LBL101638,BatchA
LBL101639,BatchA
LBL101640,BatchB
LBL101641,BatchC
LBL101642,BatchC
LBL101643,BatchC
LBL101644,BatchC
LBL101645,BatchB
LBL101646,BatchA
LBL101647,BatchA
LBL101648,BatchB
LBL101649,BatchA
LBL101650,BatchA
LBL101651,BatchC
LBL101652,BatchB
LBL101653,BatchC
LBL101654,BatchB
LBL101655,BatchB
LBL101656,BatchB
LBL101657,BatchB
LBL101658,BatchA
LBL101659,BatchC
LBL101660,BatchC
LBL101661,BatchC
LBL101662,BatchA
LBL101663,BatchC
LBL101664,BatchA
LBL101665,BatchC
LBL101666,BatchA
LBL101667,BatchC
LBL101668,BatchB
LBL101669,BatchC
LBL101670,BatchC
LBL101671,BatchC
LBL101672,BatchC
LBL101673,BatchB
LBL101674,BatchA
LBL101675,BatchC
LBL101676,BatchC
LBL101677,BatchC
LBL101678,BatchB
LBL101679,BatchB
LBL101680,BatchC
LBL101681,BatchA
LBL101682,BatchC
LBL101683,BatchC
LBL101684,BatchA
LBL101685,BatchB
LBL101686,BatchA
LBL101687,BatchA
LBL101688,BatchB
LBL101689,BatchA
LBL101690,BatchB
LBL101691,BatchB
LBL101692,BatchC
LBL101693,BatchB
LBL101694,BatchA
LBL101695,BatchA
LBL101696,BatchB
LBL101697,BatchA
LBL101698,BatchC
LBL101699,BatchA
LBL101700,BatchC
LBL101701,BatchC
LBL101702,BatchB
LBL101703,BatchC
LBL101704,BatchB
LBL101705,BatchA
LBL101706,BatchB
LBL101707,BatchB
LBL101708,BatchB
LBL101709,BatchB
LBL101710,BatchA
LBL101711,BatchC
LBL101712,BatchA
LBL101713,BatchA
LBL101714,BatchC
LBL101715,BatchC
LBL101716,BatchB
LBL101717,BatchB
LBL101718,BatchA
LBL101719,BatchB
LBL101720,BatchB
LBL101721,BatchB
LBL101722,BatchA
LBL101723,BatchC
LBL101724,BatchA
LBL101725,BatchA
LBL101726,BatchA
LBL101727,BatchB
LBL101728,BatchB
LBL101729,BatchB
LBL101730,BatchC
LBL101731,BatchB
LBL101732,BatchA
LBL101733,BatchC
LBL101734,BatchB
LBL101735,BatchA
LBL101736,BatchB
LBL101737,BatchC
LBL101738,BatchC
LBL101739,BatchA
LBL101740,BatchA
LBL101741,BatchC
LBL101742,BatchC
LBL101743,BatchC
LBL101744,BatchA
LBL101745,BatchC
LBL101746,BatchB
LBL101747,BatchA
LBL101748,BatchB
LBL101749,BatchA
LBL101750,BatchB
LBL101751,BatchC
LBL101752,BatchA
LBL101753,BatchA
LBL101754,BatchB
LBL101755,BatchA
LBL101756,BatchA
LBL101757,BatchA
LBL101758,BatchB
LBL101759,BatchC
LBL101760,BatchA
LBL101761,BatchC
LBL101762,BatchA
LBL101763,BatchC
LBL101764,BatchA
LBL101765,BatchA
LBL101766,BatchA
LBL101767,BatchB
LBL101768,BatchB
LBL101769,BatchA
LBL101770,BatchB
LBL101771,BatchC
LBL101772,BatchC
LBL101773,BatchA
LBL101774,BatchC
LBL101775,BatchC
LBL101776,BatchA
LBL101777,BatchB
LBL101778,BatchB
LBL101779,BatchC
LBL101780,BatchB
LBL101781,BatchA
LBL101782,BatchC
LBL101783,BatchC
LBL101784,BatchA
LBL101785,BatchC
LBL101786,BatchA
LBL101787,BatchB
LBL101788,BatchB
LBL101789,BatchB
LBL101790,BatchC
LBL101791,BatchB
LBL101792,BatchA
LBL101793,BatchB
LBL101794,BatchB
LBL101795,BatchA
LBL101796,BatchA
LBL101797,BatchB
LBL101798,BatchB
LBL101799,BatchC
LBL101800,BatchA
LBL101801,BatchC
LBL101802,BatchA
LBL101803,BatchC
LBL101804,BatchB
LBL101805,BatchA
LBL101806,BatchA
LBL101807,BatchA
LBL101808,BatchB
LBL101809,BatchB
LBL101810,BatchC
LBL101811,BatchC
LBL101812,BatchA
LBL101813,BatchA
LBL101814,BatchC
LBL101815,BatchB
LBL101816,BatchC
LBL101817,BatchB
LBL101818,BatchC
LBL101819,BatchB
LBL101820,BatchC
LBL101821,BatchB
LBL101822,BatchB
LBL101823,BatchA
LBL101824,BatchA
LBL101825,BatchA
LBL101826,BatchC
LBL101827,BatchA
LBL101828,BatchC
LBL101829,BatchC
LBL101830,BatchA
LBL101831,BatchC
LBL101832,BatchC
LBL101833,BatchB
LBL101834,BatchC
LBL101835,BatchA
LBL101836,BatchB
LBL101837,BatchA
LBL101838,BatchB
LBL101839,BatchB
LBL101840,BatchB
LBL101841,BatchC
LBL101842,BatchC
LBL101843,BatchB
LBL101844,BatchB
LBL101845,BatchA
LBL101846,BatchB
LBL101847,BatchA
LBL101848,BatchA
LBL101849,BatchB
LBL101850,BatchA
LBL101851,BatchB
LBL101852,BatchB
LBL101853,BatchB
LBL101854,BatchC
LBL101855,BatchB
LBL101856,BatchB
LBL101857,BatchC
LBL101858,BatchA
LBL101859,BatchA
LBL101860,BatchA
LBL101861,BatchC
LBL101862,BatchA
LBL101863,BatchA
LBL101864,BatchA
LBL101865,BatchA
LBL101866,BatchB
LBL101867,BatchA
LBL101868,BatchA
LBL101869,BatchA
LBL101870,BatchA
LBL101871,BatchC
LBL101872,BatchC
LBL101873,BatchB
LBL101874,BatchC
LBL101875,BatchB
LBL101876,BatchC
LBL101877,BatchC
LBL101878,BatchA
LBL101879,BatchC
LBL101880,BatchB
LBL101881,BatchA
LBL101882,BatchA
LBL101883,BatchC
LBL101884,BatchA
LBL101885,BatchB
LBL101886,BatchC
LBL101887,BatchC
LBL101888,BatchA
LBL101889,BatchA
LBL101890,BatchB
LBL101891,BatchB
LBL101892,BatchB
LBL101893,BatchA
LBL101894,BatchA
LBL101895,BatchC
LBL101896,BatchB
LBL101897,BatchB
LBL101898,BatchB
LBL101899,BatchA
LBL101900,BatchB
LBL101901,BatchB
LBL101902,BatchC
LBL101903,BatchA
LBL101904,BatchC
LBL101905,BatchB
LBL101906,BatchB
LBL101907,BatchC
LBL101908,BatchC
LBL101909,BatchB
LBL101910,BatchA
LBL101911,BatchA
LBL101912,BatchB
LBL101913,BatchB
LBL101914,BatchA
LBL101915,BatchB
LBL101916,BatchC
LBL101917,BatchB
LBL101918,BatchC
LBL101919,BatchA
LBL101920,BatchA
LBL101921,BatchA
LBL101922,BatchA
LBL101923,BatchA
LBL101924,BatchB
LBL101925,BatchC
LBL101926,BatchB
LBL101927,BatchA
LBL101928,BatchB
LBL101929,BatchA
LBL101930,BatchA
LBL101931,BatchA
LBL101932,BatchB
LBL101933,BatchA
LBL101934,BatchA
LBL101935,BatchB
LBL101936,BatchA
LBL101937,BatchA
LBL101938,BatchA
LBL101939,BatchB
LBL101940,BatchA
LBL101941,BatchB
LBL101942,BatchC
LBL101943,BatchC
LBL101944,BatchC
LBL101945,BatchA
LBL101946,BatchC
LBL101947,BatchB
LBL101948,BatchB
LBL101949,BatchA
LBL101950,BatchC
LBL101951,BatchC
LBL101952,BatchB
LBL101953,BatchA
LBL101954,BatchA
LBL101955,BatchA
LBL101956,BatchC
LBL101957,BatchA
LBL101958,BatchB
LBL101959,BatchB
LBL101960,BatchA
LBL101961,BatchA
LBL101962,BatchA
LBL101963,BatchC
LBL101964,BatchA
LBL101965,BatchB
LBL101966,BatchC
LBL101967,BatchB
LBL101968,BatchC
LBL101969,BatchC
LBL101970,BatchB
LBL101971,BatchA
LBL101972,BatchC
LBL101973,BatchC
LBL101974,BatchB
LBL101975,BatchC
LBL101976,BatchB
LBL101977,BatchB
LBL101978,BatchA
LBL101979,BatchB
LBL101980,BatchA
LBL101981,BatchB
LBL101982,BatchA
LBL101983,BatchA
LBL101984,BatchA
LBL101985,BatchC
LBL101986,BatchC
LBL101987,BatchC
LBL101988,BatchC
LBL101989,BatchC
LBL101990,BatchC
LBL101991,BatchB
LBL101992,BatchA
LBL101993,BatchA
LBL101994,BatchC
LBL101995,BatchC
LBL101996,BatchB
LBL101997,BatchB
LBL101998,BatchA
LBL101999,BatchA
LBL102000,BatchA
LBL102001,BatchA
LBL102002,BatchC
LBL102003,BatchB
LBL102004,BatchC
LBL102005,BatchA
LBL102006,BatchB
LBL102007,BatchA
LBL102008,BatchB
LBL102009,BatchC
LBL102010,BatchB
LBL102011,BatchC
LBL102012,BatchB
LBL102013,BatchA
LBL102014,BatchB
LBL102015,BatchC
LBL102016,BatchC
LBL102017,BatchA
LBL102018,BatchB
LBL102019,BatchB
LBL102020,BatchB
LBL102021,BatchC
LBL102022,BatchA
LBL102023,BatchB
LBL102024,BatchB
LBL102025,BatchA
LBL102026,BatchC
LBL102027,BatchA
LBL102028,BatchB
LBL102029,BatchB
LBL102030,BatchA
LBL102031,BatchA
LBL102032,BatchC
LBL102033,BatchB
LBL102034,BatchB
LBL102035,BatchC
LBL102036,BatchA
LBL102037,BatchC
LBL102038,BatchC
LBL102039,BatchB
LBL102040,BatchC
LBL102041,BatchB
LBL102042,BatchB
LBL102043,BatchA
LBL102044,BatchB
LBL102045,BatchB
LBL102046,BatchB
LBL102047,BatchC
LBL102048,BatchB
LBL102049,BatchA
LBL102050,BatchB
LBL102051,BatchC
LBL102052,BatchC
LBL102053,BatchC
LBL102054,BatchA
LBL102055,BatchC
LBL102056,BatchA
LBL102057,BatchB
LBL102058,BatchC
LBL102059,BatchB
LBL102060,BatchB
LBL102061,BatchB
LBL102062,BatchB
LBL102063,BatchC
LBL102064,BatchB
LBL102065,BatchB
LBL102066,BatchC
LBL102067,BatchC
LBL102068,BatchA
LBL102069,BatchA
LBL102070,BatchB
LBL102071,BatchB
LBL102072,BatchA
LBL102073,BatchC
LBL102074,BatchB
LBL102075,BatchA
LBL102076,BatchA
LBL102077,BatchB
LBL102078,BatchC
LBL102079,BatchC
LBL102080,BatchB
LBL102081,BatchC
LBL102082,BatchC
LBL102083,BatchB
LBL102084,BatchA
LBL102085,BatchA
LBL102086,BatchA
LBL102087,BatchA
LBL102088,BatchA
LBL102089,BatchB
LBL102090,BatchC
LBL102091,BatchC
LBL102092,BatchA
LBL102093,BatchC
LBL102094,BatchB
LBL102095,BatchB
LBL102096,BatchC
LBL102097,BatchC
LBL102098,BatchB
LBL102099,BatchA
LBL102100,BatchA
LBL102101,BatchB
LBL102102,BatchC
LBL102103,BatchA
LBL102104,BatchA
LBL102105,BatchA
LBL102106,BatchC
LBL102107,BatchB
LBL102108,BatchB
LBL102109,BatchA
LBL102110,BatchA
LBL102111,BatchA
LBL102112,BatchB
LBL102113,BatchA
LBL102114,BatchC
LBL102115,BatchC
LBL102116,BatchB
LBL102117,BatchA
LBL102118,BatchA
LBL102119,BatchC
LBL102120,BatchB
LBL102121,BatchC
LBL102122,BatchA
LBL102123,BatchB
LBL102124,BatchB
LBL102125,BatchC
LBL102126,BatchC
LBL102127,BatchA
LBL102128,BatchA
LBL102129,BatchA
LBL102130,BatchB
LBL102131,BatchB
LBL102132,BatchC
LBL102133,BatchA
LBL102134,BatchC
LBL102135,BatchA
LBL102136,BatchA
LBL102137,BatchC
LBL102138,BatchA
LBL102139,BatchC
LBL102140,BatchA
LBL102141,BatchB
LBL102142,BatchA
LBL102143,BatchB
LBL102144,BatchB
LBL102145,BatchC
LBL102146,BatchA
LBL102147,BatchB
LBL102148,BatchC
LBL102149,BatchA
LBL102150,BatchB
LBL102151,BatchB
LBL102152,BatchA
LBL102153,BatchB
LBL102154,BatchB
LBL102155,BatchA
LBL102156,BatchA
LBL102157,BatchB
LBL102158,BatchB
LBL102159,BatchB
LBL102160,BatchC
LBL102161,BatchA
LBL102162,BatchA
LBL102163,BatchB
LBL102164,BatchA
LBL102165,BatchA
LBL102166,BatchA
LBL102167,BatchC
LBL102168,BatchC
LBL102169,BatchB
LBL102170,BatchB
LBL102171,BatchC
LBL102172,BatchC
LBL102173,BatchA
LBL102174,BatchA
LBL102175,BatchB
LBL102176,BatchA
LBL102177,BatchC
LBL102178,BatchC
LBL102179,BatchC
LBL102180,BatchB
LBL102181,BatchC
LBL102182,BatchA
LBL102183,BatchA
LBL102184,BatchB
LBL102185,BatchA
LBL102186,BatchA
LBL102187,BatchA
LBL102188,BatchA
LBL102189,BatchB
LBL102190,BatchC
LBL102191,BatchA
LBL102192,BatchC
LBL102193,BatchA
LBL102194,BatchC
LBL102195,BatchC
LBL102196,BatchB
LBL102197,BatchA
LBL102198,BatchA
LBL102199,BatchA
LBL102200,BatchC
LBL102201,BatchC
LBL102202,BatchA
LBL102203,BatchA
LBL102204,BatchC
LBL102205,BatchB
LBL102206,BatchB
LBL102207,BatchA
LBL102208,BatchB
LBL102209,BatchA
LBL102210,BatchC
LBL102211,BatchC
LBL102212,BatchC
LBL102213,BatchC
LBL102214,BatchC
LBL102215,BatchC
LBL102216,BatchC
LBL102217,BatchB
LBL102218,BatchB
LBL102219,BatchC
LBL102220,BatchB
LBL102221,BatchC
LBL102222,BatchB
LBL102223,BatchA
LBL102224,BatchC
LBL102225,BatchC
LBL102226,BatchC
LBL102227,BatchA
LBL102228,BatchB
LBL102229,BatchA
LBL102230,BatchC
LBL102231,BatchC
LBL102232,BatchB
LBL102233,BatchA
LBL102234,BatchA
LBL102235,BatchC
LBL102236,BatchB
LBL102237,BatchC
LBL102238,BatchC
LBL102239,BatchC
LBL102240,BatchB
LBL102241,BatchA
LBL102242,BatchC
LBL102243,BatchC
LBL102244,BatchC
LBL102245,BatchC
LBL102246,BatchB
LBL102247,BatchC
LBL102248,BatchB
LBL102249,BatchC
LBL102250,BatchA
LBL102251,BatchB
LBL102252,BatchB
LBL102253,BatchC
LBL102254,BatchC
LBL102255,BatchC
LBL102256,BatchB
LBL102257,BatchA
LBL102258,BatchA
LBL102259,BatchC
LBL102260,BatchA
LBL102261,BatchA
LBL102262,BatchA
LBL102263,BatchC
LBL102264,BatchA
LBL102265,BatchB
LBL102266,BatchB
LBL102267,BatchA
LBL102268,BatchC
LBL102269,BatchB
LBL102270,BatchC
LBL102271,BatchC
LBL102272,BatchC
LBL102273,BatchA
LBL102274,BatchA
LBL102275,BatchB
LBL102276,BatchB
LBL102277,BatchB
LBL102278,BatchB
LBL102279,BatchA
LBL102280,BatchB
LBL102281,BatchB
LBL102282,BatchB
LBL102283,BatchB
LBL102284,BatchA
LBL102285,BatchA
LBL102286,BatchA
LBL102287,BatchC
LBL102288,BatchA
LBL102289,BatchB
LBL102290,BatchB
LBL102291,BatchA
LBL102292,BatchA
LBL102293,BatchA
LBL102294,BatchB
LBL102295,BatchB
LBL102296,BatchA
LBL102297,BatchA
LBL102298,BatchB
LBL102299,BatchC
LBL102300,BatchC
LBL102301,BatchB
LBL102302,BatchB
LBL102303,BatchC
LBL102304,BatchA
LBL102305,BatchA
LBL102306,BatchC
LBL102307,BatchC
LBL102308,BatchB
LBL102309,BatchC
LBL102310,BatchB
LBL102311,BatchA
LBL102312,BatchC
LBL102313,BatchC
LBL102314,BatchC
LBL102315,BatchC
LBL102316,BatchC
LBL102317,BatchC
LBL102318,BatchB
LBL102319,BatchC
LBL102320,BatchA
LBL102321,BatchA
LBL102322,BatchA
LBL102323,BatchB
LBL102324,BatchA
LBL102325,BatchC
LBL102326,BatchC
LBL102327,BatchC
LBL102328,BatchA
LBL102329,BatchB
LBL102330,BatchB
LBL102331,BatchA
LBL102332,BatchC
LBL102333,BatchA
LBL102334,BatchC
LBL102335,BatchC
LBL102336,BatchB
LBL102337,BatchA
LBL102338,BatchC
LBL102339,BatchC
LBL102340,BatchA
LBL102341,BatchA
LBL102342,BatchC
LBL102343,BatchB
LBL102344,BatchA
LBL102345,BatchC
LBL102346,BatchA
LBL102347,BatchA
LBL102348,BatchC
LBL102349,BatchA
LBL102350,BatchB
LBL102351,BatchA
LBL102352,BatchB
LBL102353,BatchC
LBL102354,BatchB
LBL102355,BatchA
LBL102356,BatchA
LBL102357,BatchC
LBL102358,BatchA
LBL102359,BatchB
LBL102360,BatchA
LBL102361,BatchB
LBL102362,BatchA
LBL102363,BatchC
LBL102364,BatchB
LBL102365,BatchB
LBL102366,BatchB
LBL102367,BatchA
LBL102368,BatchC
LBL102369,BatchA
LBL102370,BatchB
LBL102371,BatchB
LBL102372,BatchA
LBL102373,BatchA
LBL102374,BatchC
LBL102375,BatchB
LBL102376,BatchB
LBL102377,BatchA
LBL102378,BatchB
LBL102379,BatchA
LBL102380,BatchC
LBL102381,BatchC
LBL102382,BatchA
LBL102383,BatchA
LBL102384,BatchA
LBL102385,BatchB
LBL102386,BatchB
LBL102387,BatchA
LBL102388,BatchC
LBL102389,BatchC
LBL102390,BatchA
LBL102391,BatchA
LBL102392,BatchB
LBL102393,BatchA
LBL102394,BatchB
LBL102395,BatchB
LBL102396,BatchC
LBL102397,BatchC
LBL102398,BatchC
LBL102399,BatchB
LBL102400,BatchB
LBL102401,BatchA
LBL102402,BatchA
LBL102403,BatchB
LBL102404,BatchB
LBL102405,BatchC
LBL102406,BatchB
LBL102407,BatchA
LBL102408,BatchB
LBL102409,BatchA
LBL102410,BatchA
LBL102411,BatchC
LBL102412,BatchC
LBL102413,BatchB
LBL102414,BatchB
LBL102415,BatchA
LBL102416,BatchA
LBL102417,BatchB
LBL102418,BatchC
LBL102419,BatchA
LBL102420,BatchC
LBL102421,BatchC
LBL102422,BatchA
LBL102423,BatchC
LBL102424,BatchB
LBL102425,BatchB
LBL102426,BatchB
LBL102427,BatchB
LBL102428,BatchC
LBL102429,BatchB
LBL102430,BatchA
LBL102431,BatchA
LBL102432,BatchC
LBL102433,BatchC
LBL102434,BatchC
LBL102435,BatchA
LBL102436,BatchC
LBL102437,BatchB
LBL102438,BatchA
LBL102439,BatchB
LBL102440,BatchA
LBL102441,BatchA
LBL102442,BatchA
LBL102443,BatchC
LBL102444,BatchC
LBL102445,BatchC
LBL102446,BatchB
LBL102447,BatchC
LBL102448,BatchA
LBL102449,BatchB
LBL102450,BatchA
LBL102451,BatchB
LBL102452,BatchA
LBL102453,BatchA
LBL102454,BatchA
LBL102455,BatchB
LBL102456,BatchA
LBL102457,BatchA
LBL102458,BatchA
LBL102459,BatchA
LBL102460,BatchB
LBL102461,BatchC
LBL102462,BatchB
LBL102463,BatchA
LBL102464,BatchA
LBL102465,BatchB
LBL102466,BatchB
LBL102467,BatchB
LBL102468,BatchA
LBL102469,BatchA
LBL102470,BatchA
LBL102471,BatchB
LBL102472,BatchA
LBL102473,BatchA
LBL102474,BatchB
LBL102475,BatchB
LBL102476,BatchC
LBL102477,BatchC
LBL102478,BatchA
LBL102479,BatchC
LBL102480,BatchB
LBL102481,BatchC
LBL102482,BatchB
LBL102483,BatchC
LBL102484,BatchA
LBL102485,BatchC
LBL102486,BatchB
LBL102487,BatchB
LBL102488,BatchB
LBL102489,BatchB
LBL102490,BatchA
LBL102491,BatchC
LBL102492,BatchB
LBL102493,BatchA
LBL102494,BatchA
LBL102495,BatchA
LBL102496,BatchA
LBL102497,BatchA
LBL102498,BatchC
LBL102499,BatchA
LBL102500,BatchC
LBL102501,BatchB
LBL102502,BatchA
LBL102503,BatchA
LBL102504,BatchC
LBL102505,BatchC
LBL102506,BatchC
LBL102507,BatchC
LBL102508,BatchC
LBL102509,BatchB
LBL102510,BatchC
LBL102511,BatchA
LBL102512,BatchB
LBL102513,BatchA
LBL102514,BatchC
LBL102515,BatchA
LBL102516,BatchA
LBL102517,BatchC
LBL102518,BatchB
LBL102519,BatchB
LBL102520,BatchA
LBL102521,BatchB
LBL102522,BatchA
LBL102523,BatchB
LBL102524,BatchC
LBL102525,BatchA
LBL102526,BatchA
LBL102527,BatchA
LBL102528,BatchA
LBL102529,BatchB
LBL102530,BatchA
LBL102531,BatchA
LBL102532,BatchA
LBL102533,BatchA
LBL102534,BatchB
LBL102535,BatchA
LBL102536,BatchB
LBL102537,BatchB
LBL102538,BatchA
LBL102539,BatchA
LBL102540,BatchA
LBL102541,BatchC
